trip_distance_km,pickup_hour,pickup_weekday,temperature_c,rain_mm,congestion_index,trip_duration_min
1.4078042699305773,18,6,14.59345601306759,0.8062933268491808,0.6344133704828065,18.974884252932828
9.030364292752562,7,1,4.742851318941563,0.09261512947125478,0.6623599527052013,61.87592631364211
3.950237080636348,6,3,21.771130102119926,1.3074973265604724,0.358371754563954,24.83660199700539
2.7388276613278597,15,4,28.17519636339155,0.9214277627259128,0.2328766851441058,22.44278867529396
0.5088746113870388,18,5,20.22385952175138,1.0831625593134808,0.587734489969238,14.179721157294388
0.5087888757438155,5,2,11.220208875479482,2.2907661430323936,0.1181475194349935,5.286008876378922
0.5,19,3,18.35641732456921,1.5322953463904387,0.8022212562972086,15.740922142657205
6.0336925934398185,20,0,7.071087352530521,1.5182966475583655,0.6526547779153681,46.5234641631854
2.7572464608817935,10,1,26.46368571071034,2.6198163936762424,0.505639828408067,27.90815621733623
3.693750185113771,4,0,18.654754676236312,4.598686397547275,0.08288323321987633,18.620166756957076
0.5,15,3,3.854744705974145,0.8705593647751295,0.3253063726928913,9.225626487288617
10.510672425474937,6,5,15.59460511645054,0.11527799393006567,0.09625583035916746,41.66936496621292
5.359288630064025,4,2,21.706412081873847,0.6145761542484172,0.3853834157502221,36.120786417642094
0.716062875746841,10,2,15.33561903219582,1.5492893872826135,0.3243537202909289,7.989137547845868
0.6020369662489901,14,0,15.79283422847861,0.028116926748508967,0.3422595197789977,12.583039984716777
0.6078342684967711,2,4,8.204782343621826,0.05856963799618922,0.24868948111619646,8.552142800612824
1.0882611883814315,4,4,22.53232789665325,0.06951920538650579,0.21185944230568743,10.36707347946262
2.2317834925825633,22,5,12.8122463998469,1.3131768388048677,0.18245415649582372,21.81000039597943
1.6966112003410099,20,2,0.7484369839597385,0.6954831639722746,0.789072984859403,23.09389761394452
1.0326689776618245,4,0,15.029941034636849,0.4602876918337815,0.27070588584012034,14.417489169739529
2.839112621699396,8,0,25.849197724562824,0.1116212345242365,0.5096796391104549,26.614837970761645
0.5,14,0,14.904564427200421,1.3176651565203792,0.028109004397111864,3.9560688887300115
1.0365465360072068,2,3,31.903879880988164,0.3871633279181424,0.21772972131473084,5.8470834631176825
1.3688316546625412,5,5,21.431743588388137,0.3083257886520325,0.1998928866462586,14.817011845160039
1.826804063579325,16,4,20.710065298242927,1.0564704659785842,0.0480131962624491,8.588983617156895
4.613808033092736,20,4,16.972813872659128,0.8187351036064164,0.5944606474517664,31.17375850416787
0.6682075863860708,7,3,17.453710337885674,0.45006084206778607,0.5426065366925801,17.184500408613115
2.166087465099383,20,1,15.892610919043967,1.0257916706147745,0.6009290068306695,20.168827254027597
2.692514163929282,10,3,15.58184486333979,0.3163854619906379,0.6725923611648402,24.887964243326266
0.5,5,5,22.24693729653719,1.583917650266135,0.3492609947464036,17.406210227357796
2.8059990619488304,7,0,10.513350161675476,0.26048067493652727,0.6908889036369288,23.23245493760364
0.5608837559322493,9,3,9.392849370205923,0.17297064759609473,0.5278559250169794,9.463100972802273
0.5,23,0,9.014439592996979,1.5252778902321036,0.23689151288291946,8.726242672289324
8.921063380520792,2,5,34.36523638141723,1.2306317871736645,0.2063107121492024,41.082886393791625
10.111891027383518,22,6,22.24274321336464,0.20167439152098146,0.06678710453690992,36.124521169374
4.95699471843863,13,5,20.43593761344116,0.12357625577434661,0.23982327846922724,23.610250674848974
1.0898635799062748,22,2,9.539882637652548,1.822625492358402,0.3856672337917714,19.248857485402933
0.5,13,0,22.98673840539863,1.4987845982639751,0.2032426604187004,10.477262596470538
3.4582522892959853,9,4,17.06742922837337,0.39639244996980694,0.44058173202746,27.82884777939884
1.740272527756195,11,3,19.713351529054,1.073521925571545,0.20302686711086193,13.789460004405132
0.5,5,6,10.187037473091552,0.13257206612287023,0.07862878010267499,8.378196240870944
2.0506416844024504,11,5,19.282150859340614,0.7073427811087417,0.2863605506886288,19.516798462018954
0.5,22,0,14.609331694348135,0.018907925562797356,0.25248649917251287,6.550394909215548
7.201268662179071,13,6,11.875110743758498,0.49692581018881876,0.1829089946525257,34.74457407259847
0.8983733305220583,1,1,23.87285068645799,0.07779163317132821,0.1668835734144179,12.090673489150625
3.258767395694941,8,2,5.6983375317599805,0.6446373988499684,0.5787765698384454,33.065171484773764
1.120639744972871,9,1,22.518210114513202,0.5476307779440571,0.600827449434232,23.18092653646496
2.2023326877276856,16,5,23.475889068423967,0.5876797185695827,0.12277649786584578,14.419761070210313
2.3736713939453926,16,1,10.962850595590075,0.04639091182895118,0.061224691899856326,16.753682604873855
0.6131657985237172,2,1,11.437372310940262,0.4488158304201312,0.3138698946694648,3.0
10.47842139820868,18,2,16.215794549868782,1.412572010527346,0.5614599023503042,70.94585177161723
4.476736131414422,0,2,20.256289683697766,0.4603137257323009,0.21670431041691443,22.53026944122274
8.415283257874748,11,2,16.777160065486196,1.2558696232875664,0.22852819511674943,40.12829216674511
6.756455992602589,6,6,21.468499681535036,0.4612083789185,0.2322020479655214,35.42075777390826
2.733163237149825,3,2,32.10383722029919,0.5503280751867605,0.0826182002901576,14.743744761008049
7.648306137808215,9,1,13.938265846802288,0.8298656186039224,0.43241598354481525,46.5023704810079
0.5,12,4,4.278560234372636,3.0094648716736834,0.1411307475308008,14.46138031088488
0.6544040838938023,1,4,24.607388664245224,0.11525423823896365,0.23957115324169534,8.890996131437982
0.5,9,2,31.46651660742024,0.03346761342103035,0.5272050132525687,9.58242251623968
1.1805962604092604,20,6,21.142146904408996,0.9363842201819131,0.5645078646300767,22.7612746053307
1.4763908753826558,21,3,9.298010597170656,2.9778351650851524,0.4127297413749569,19.063081970114265
0.9496813296264771,3,0,17.00886109411839,4.577859788613965,0.015457611519546444,16.117986144565197
5.293673595722802,17,5,9.051812126306942,0.6619668730708332,0.5244966004089502,40.153915178054966
1.3236809985896105,4,6,23.142843951703583,0.6312652245033095,0.38966040685739284,11.275640806393415
0.9894085204027476,18,3,7.189676778412524,1.0355354404750168,0.5955401328004777,18.73447855125948
2.347221249623238,1,5,15.598969705374401,0.8111084358076788,0.12940148345010893,12.004324250374442
0.5,11,3,9.965297389648748,1.0053625691023818,0.31687689170111205,10.827499392283537
4.861450787324194,16,3,19.014597481079694,2.0714688128179906,0.20552304364811114,26.444734643464912
0.5,9,4,15.069266582897939,1.3716271307159842,0.5651691604955994,9.114852077406017
