,trip_distance_km,rain_mm,congestion_index,trip_duration_min,time_maniana,time_noche,time_tarde,hour_sin,hour_cos,is_weekend,distance_congestion,rain_binary
0,1.4078042699305773,0.8062933268491808,0.6344133704828065,18.974884252932828,False,True,False,-1.0,-1.8369701987210297e-16,1,0.8931298518667443,1
1,9.030364292752562,0.0926151294712547,0.6623599527052013,61.87592631364211,True,False,False,0.9659258262890683,-0.25881904510252063,0,5.981351665858326,1
2,3.950237080636348,1.3074973265604724,0.358371754563954,24.83660199700539,True,False,False,1.0,6.123233995736766e-17,0,1.4156533935312394,1
3,2.73882766132786,0.9214277627259128,0.2328766851441058,22.44278867529396,False,False,True,-0.7071067811865471,-0.7071067811865479,0,0.6378091069510158,1
4,0.5088746113870388,1.0831625593134808,0.587734489969238,14.179721157294388,False,True,False,-1.0,-1.8369701987210297e-16,1,0.2990831601818555,1
5,0.5087888757438155,2.2907661430323936,0.1181475194349935,5.286008876378922,False,False,False,0.9659258262890683,0.25881904510252074,0,0.06011214358525094,1
6,0.5,1.5322953463904387,0.8022212562972086,15.740922142657205,False,True,False,-0.9659258262890684,0.2588190451025203,0,0.4011106281486043,1
7,6.0336925934398185,1.5182966475583657,0.6526547779153681,46.5234641631854,False,True,False,-0.8660254037844386,0.5000000000000001,0,3.937918299581066,1
8,2.757246460881793,2.6198163936762424,0.505639828408067,27.90815621733623,True,False,False,0.49999999999999994,-0.8660254037844387,0,1.3941736273590197,1
9,3.693750185113771,4.598686397547275,0.0828832332198763,18.62016675695708,False,False,False,0.8660254037844386,0.5000000000000001,0,0.30614995804874595,1
10,0.5,0.8705593647751295,0.3253063726928913,9.225626487288617,False,False,True,-0.7071067811865471,-0.7071067811865479,0,0.16265318634644566,1
11,10.510672425474937,0.1152779939300656,0.0962558303591674,41.66936496621292,True,False,False,1.0,6.123233995736766e-17,1,1.011713501947294,1
12,5.359288630064025,0.6145761542484172,0.3853834157502221,36.120786417642094,False,False,False,0.8660254037844386,0.5000000000000001,0,2.0653809582454024,1
13,0.716062875746841,1.5492893872826137,0.3243537202909289,7.989137547845868,True,False,False,0.49999999999999994,-0.8660254037844387,0,0.23225765771070905,1
14,0.6020369662489901,0.0281169267485089,0.3422595197789977,12.583039984716777,False,False,True,-0.4999999999999997,-0.8660254037844388,0,0.20605288295758398,1
15,0.6078342684967711,0.0585696379961892,0.2486894811161964,8.552142800612824,False,False,False,0.49999999999999994,0.8660254037844387,0,0.15116198883710483,1
16,1.0882611883814317,0.0695192053865057,0.2118594423056874,10.36707347946262,False,False,False,0.8660254037844386,0.5000000000000001,0,0.23055840845341474,1
17,2.2317834925825637,1.3131768388048677,0.1824541564958237,21.81000039597943,False,True,False,-0.5000000000000004,0.8660254037844384,1,0.40719817462045504,1
18,1.69661120034101,0.6954831639722746,0.789072984859403,23.09389761394452,False,True,False,-0.8660254037844386,0.5000000000000001,0,1.3387500639989756,1
19,1.0326689776618243,0.4602876918337815,0.2707058858401203,14.417489169739529,False,False,False,0.8660254037844386,0.5000000000000001,0,0.2795495703775555,1
20,2.839112621699396,0.1116212345242365,0.5096796391104549,26.614837970761645,True,False,False,0.8660254037844387,-0.4999999999999998,0,1.4470378964216857,1
21,0.5,1.3176651565203792,0.0281090043971118,3.956068888730012,False,False,True,-0.4999999999999997,-0.8660254037844388,0,0.0140545021985559,1
22,1.0365465360072068,0.3871633279181424,0.2177297213147308,5.8470834631176825,False,False,False,0.49999999999999994,0.8660254037844387,0,0.22568698841459872,1
23,1.3688316546625412,0.3083257886520325,0.1998928866462586,14.81701184516004,False,False,False,0.9659258262890683,0.25881904510252074,1,0.2736197107832699,1
24,1.826804063579325,1.0564704659785842,0.0480131962624491,8.588983617156895,False,False,True,-0.8660254037844385,-0.5000000000000004,0,0.08771070203767367,1
25,4.613808033092736,0.8187351036064164,0.5944606474517664,31.17375850416787,False,True,False,-0.8660254037844386,0.5000000000000001,0,2.742727310570469,1
26,0.6682075863860708,0.450060842067786,0.5426065366925801,17.184500408613115,True,False,False,0.9659258262890683,-0.25881904510252063,0,0.3625738042406539,1
27,2.166087465099383,1.0257916706147745,0.6009290068306695,20.1688272540276,False,True,False,-0.8660254037844386,0.5000000000000001,0,1.3016647891105348,1
28,2.692514163929282,0.3163854619906379,0.6725923611648402,24.887964243326262,True,False,False,0.49999999999999994,-0.8660254037844387,0,1.8109644589869713,1
29,0.5,1.583917650266135,0.3492609947464036,17.406210227357796,False,False,False,0.9659258262890683,0.25881904510252074,1,0.1746304973732018,1
30,2.8059990619488304,0.2604806749365272,0.6908889036369288,23.23245493760364,True,False,False,0.9659258262890683,-0.25881904510252063,0,1.9386336155160782,1
31,0.5608837559322493,0.1729706475960947,0.5278559250169794,9.463100972802271,True,False,False,0.7071067811865476,-0.7071067811865475,0,0.29606581381461516,1
32,0.5,1.5252778902321036,0.2368915128829194,8.726242672289324,False,True,False,-0.25881904510252157,0.9659258262890681,0,0.1184457564414597,1
